,inputs,policies,policies_sent,labels
242,"Agricultural managers are only authorized to alter crop production plans in the database for the purpose of optimizing yield, provided the alteration is approved by the farm owner.","[{'decision': 'allow', 'subject': 'health department staff', 'action': 'alter', 'resource': 'crop production plan', 'purpose': 'optimizing yield', 'condition': 'alteration is approved by the farm owner'}]","health department staff is authorized to alter crop production plan for the purpose of optimizing yield, if alteration is approved by the farm owner",1
243,A Lab Technician can view his or her assigned lab procedures.,"[{'decision': 'allow', 'subject': 'itrust user', 'action': 'view', 'resource': 'assigned lab procedure', 'condition': 'none', 'purpose': 'none'}]",itrust user is shall to view assigned lab procedure,1
244,He can report his blood pressure (systolic and diastolic) and glucose levels.,"[{'decision': 'allow', 'subject': 'he', 'action': 'report', 'resource': 'pest information data', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'he', 'action': 'report', 'resource': 'blood pressure', 'condition': 'none', 'purpose': 'none'}]",he is allowed to report pest information data and he is authorized to report blood pressure,3
245,"IT department employees are allowed to access, modify and delete company's sensitive data files from the server for maintenance purposes only on weekends.","[{'decision': 'allow', 'subject': 'IT department employee', 'action': 'access', 'resource': ""company's sensitive data files"", 'purpose': 'maintenance', 'condition': 'on weekends'}, {'decision': 'allow', 'subject': 'IT department employee', 'action': 'modify', 'resource': ""company's sensitive data files"", 'purpose': 'maintenance', 'condition': 'none'}, {'decision': 'allow', 'subject': 'IT department employee', 'action': 'delete', 'resource': ""company's sensitive data files"", 'purpose': 'maintenance', 'condition': 'on weekends'}]","IT department employee is able to access company's sensitive data files for the purpose of maintenance, if on weekends and IT department employee is authorized to modify company's sensitive data files for the purpose of maintenance and IT department employee is authorized to delete company's sensitive data files for the purpose of maintenance, if on weekends",8
246,"If a course offering becomes full while a student is building a schedule including that offering, the student must be notified.","[{'decision': 'deny', 'subject': 'none', 'action': 'notify', 'resource': 'student', 'condition': 'course offering becomes full while a student is building a schedule including that offering', 'purpose': 'none'}]",student is unauthorized to be notify if course offering becomes full while a student is building a schedule including that offering,0
247,He can report his blood pressure (systolic and diastolic) and glucose levels.,"[{'decision': 'allow', 'subject': 'he', 'action': 'report', 'resource': 'none', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'he', 'action': 'report', 'resource': 'blood pressure', 'condition': 'none', 'purpose': 'none'}]",he is authorized to report and he is able to report blood pressure,7
248,HCPs can return to an office visit.,"[{'decision': 'allow', 'subject': 'hcp', 'action': 'return', 'resource': 'office visit', 'condition': 'none', 'purpose': 'none'}]",hcp is able to return office visit,11
249,"The system shall enable the administrator to add a new entry for a reason , or modify the reason name in an existing entry .","[{'decision': 'allow', 'subject': 'administrator', 'action': 'modify', 'resource': 'reason name in an existing entry', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'administrator', 'action': 'appoint', 'resource': 'new entry for a reason', 'condition': 'none', 'purpose': 'none'}]",administrator is able to modify reason name in an existing entry and administrator is authorized to appoint new entry for a reason,2
250,The iTrust HCP has authenticated himself or herself in the iTrust Medical Records system (UC3).,"[{'decision': 'allow', 'subject': 'itrust hcp', 'action': 'authenticate', 'resource': 'himself or herself', 'condition': 'during office hours', 'purpose': 'none'}]",itrust hcp is authorized to authenticate himself or herself if during office hours,4
251,"Medical records personnel have access to enter, update, and delete data in patient records for data reporting and audit purposes only during office hours on weekdays.","[{'decision': 'allow', 'subject': 'medical records personnel', 'action': 'monitor', 'resource': 'patient records', 'purpose': 'data reporting and audit', 'condition': 'during office hours on weekdays'}, {'decision': 'allow', 'subject': 'medical records personnel', 'action': 'update', 'resource': 'patient records', 'purpose': 'data reporting and audit', 'condition': 'during office hours on weekdays'}, {'decision': 'allow', 'subject': 'medical records personnel', 'action': 'delete', 'resource': 'patient records', 'purpose': 'data reporting and audit', 'condition': 'during office hours on weekdays'}]","medical records personnel is shall to monitor patient records for the purpose of data reporting and audit, if during office hours on weekdays and medical records personnel is allowed to update patient records for the purpose of data reporting and audit, if during office hours on weekdays and medical records personnel is shall to delete patient records for the purpose of data reporting and audit, if during office hours on weekdays",2
252,A patient views a list of his upcoming appointments.,"[{'decision': 'deny', 'subject': 'patient', 'action': 'view', 'resource': 'list of his upcoming appointment', 'condition': 'none', 'purpose': 'none'}]",patient is shall not to view list of his upcoming appointment,0
