,input,acp,output
270,The patient has authenticated himself or herself in the iTrust Medical Records system(UC3).,1,{decision: allow; subject: patient; action: authenticate; resource: patient; condition: none; purpose: none}
271,LOINC data from this file is added to a listing of allowable physical services (including laboratory procedures that an HCP can use).,1,{decision: allow; subject: none; action: add; resource: loinc data; purpose: none; condition: none}
272,A sending HCP edits a previously sent patient referral .,1,{decision: allow; subject: hcp; action: edit; resource: referral; purpose: none; condition: none}
273,"The patient's assigned MID and a secret key (the initial password) are personally provided to the user, with which the user can reset his or her password.",1,{decision: allow; subject: none; action: provide; resource: mid; purpose: user can reset his or her password; condition: none | decision: allow; subject: none; action: provide; resource: secret key; purpose: user can reset his or her password; condition: none}
274,The LHCP requests a comprehensive patient report for a particular patient .,1,{decision: allow; subject: lhcp; action: request; resource: patient report; purpose: none; condition: none}
275,"The patient may sort the list of referrals by receiving HCP name, time generated, possibly and possibly priority.",1,{decision: allow; subject: patient; action: sort; resource: list of referrals; purpose: none; condition: none}
276,The user is prompted to try again.,1,{decision: allow; subject: user; action: try; resource: again; condition: none; purpose: none}
277,An HCP can reassign a previously created lab procedure to a different Lab Technician if the lab procedure is not yet in the testing state.,1,{decision: allow; subject: hcp; action: reassign; resource: lab procedure; purpose: none; condition: lab procedure is not yet in the testing state}
278,"The ""catch up schedule"" is relevant when the patient did not begin the immunizations according to the recommended schedule.",0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
279,"In the list of in transit lab procedures , the Lab Technician can update the status to received when the sample has been received in his or her lab.",1,{decision: allow; subject: lab technician; action: update; resource: status; purpose: none; condition: in the list of in transit lab procedures}
280,"An admin creates a LHCP, an ER, a Laboratory Technician (LT), or a public health agent (PHA) .",1,{decision: allow; subject: admin; action: create; resource: lhcp; purpose: none; condition: none | decision: allow; subject: admin; action: create; resource: er; purpose: none; condition: none | decision: allow; subject: admin; action: create; resource: laboratory technician (lt); purpose: none; condition: none | decision: allow; subject: admin; action: create; resource: public health agent (pha); purpose: none; condition: none}
281,The iTrust user has authenticated himself or herself in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: itrust user; action: authenticate; resource: itrust user; condition: none; purpose: none}
282,3.2.12 UC12 Determine operational profile Use Case.,0,{decision: allow; subject: none; action: determine; resource: operational profile; condition: none; purpose: none}
283,"If the file is malformed, then no data is added, and an error message explaining the correct file structure is presented.",0,{decision: allow; subject: none; action: present; resource: error message; condition: file is malformed then; purpose: none}
